Coin Name,Symbol,Launch Date,Token Address,Current Price (USD),Market Cap (USD),Trading Volume (24h),Circulating Supply,Total Supply,Price Change (24h),All-Time High (Price),All-Time Low (Price),Number of Holders,Transactions Count,Token Liquidity (USD),Returns (%)
PugInu,$GIGGLE,2022-12-15,addr871,0.0002,200451,11561,177314928,120016367,2.06,0.0065,0.0059,12235,13342,87957,10.17
JokeSol,$PEPEMOON,2022-09-10,addr43,0.0066,300557,7282,96121649,203517413,4.38,0.0095,0.0056,4039,48720,55184,69.64
MemeFlare,$MOONWAG,2022-12-25,addr689,0.0086,250231,16433,155105573,215099875,-0.25,0.0127,0.0085,13570,12888,33419,49.41
DogeSun,$MEMEFLARE,2022-11-20,addr847,0.0072,254285,18919,136551917,255071582,4.51,0.0132,0.0058,13008,49852,18156,127.59
PepeMoon,$DOGESUN,2022-12-15,addr556,0.0055,358840,17547,98347883,62449720,-2.21,0.0067,0.0092,8293,25006,10543,-27.17
JokeSol,$LOL,2023-08-01,addr887,0.0002,203343,8971,65338006,89949953,7.64,0.003,0.0079,8090,33167,68748,-62.03
FlokiSol,$PUGINU,2022-06-25,addr462,0.0088,109604,36281,92952139,127936003,8.76,0.0143,0.0094,13395,13462,64512,52.13
LOLToken,$WOOFSOL,2023-01-18,addr734,0.0013,349801,31003,128069879,162490171,14.88,0.0148,0.0054,10494,37867,80562,174.07
DogeSun,$MEMEFLARE,2022-12-25,addr503,0.0043,459207,24444,175144272,289859385,14.04,0.014,0.0035,10237,27495,51635,300.0
SolDog,$MEMEFLARE,2023-09-05,addr29,0.0027,420288,9866,78964092,70703749,0.04,0.0197,0.01,4789,27564,48270,97.0
ShibaSol,$SHIBA,2022-12-15,addr44,0.0005,135310,48209,142367017,146643850,-4.88,0.0124,0.0009,3543,21063,71178,1277.78
InuSpark,$GIGGLE,2023-03-14,addr422,0.009,62401,24705,98429558,81914875,0.35,0.0111,0.0054,14895,15421,60590,105.56
MeowInu,$WOOFSOL,2023-08-01,addr695,0.0042,80731,26171,191239131,220471576,6.7,0.0127,0.0041,7175,15182,11465,209.76
PugInu,$INUSPARK,2023-07-10,addr975,0.0098,77620,21065,182127389,75862792,0.31,0.0134,0.0046,6179,5572,39101,191.3
MoonWag,$CHAD,2022-12-15,addr895,0.005,383182,27659,176684170,67449157,11.19,0.0063,0.0096,11259,43362,78836,-34.37
DogeSun,$INUSPARK,2023-08-20,addr68,0.0055,105694,46302,94283649,167484727,6.38,0.0194,0.0095,11142,39281,80791,104.21
MoonWag,$JOKESOL,2022-06-25,addr977,0.0069,209399,14117,56280687,198668730,-7.34,0.0016,0.0019,13074,15732,93771,-15.79
MeowInu,$SWOLEDOGE,2023-08-01,addr943,0.0041,481082,48014,106618281,136657724,13.13,0.0054,0.0044,6157,15401,97602,22.73
FlokiSol,$PEPEMOON,2022-06-25,addr244,0.0065,367282,46757,122888541,151129093,-3.36,0.0121,0.0041,5038,7450,28608,195.12
InuSpark,$MOONWAG,2022-12-15,addr888,0.0016,149227,8655,108732165,207636034,9.87,0.0038,0.0044,8175,18171,22114,-13.64
DogeSun,$INUSPARK,2022-12-15,addr533,0.0077,195220,49230,147125542,263984753,-9.09,0.0062,0.0035,12007,31853,64534,77.14
ShibaSol,$SWOLEDOGE,2023-03-14,addr514,0.0066,322330,36904,175795381,227625990,-1.22,0.0095,0.0028,12135,22203,60952,239.29
GiggleToken,$WOOFSOL,2022-11-20,addr956,0.0009,314176,22780,141751428,289432704,18.33,0.0035,0.0005,4326,37680,41717,600.0
SolCheems,$GIGGLE,2023-02-12,addr581,0.0031,116753,8383,173931521,106085866,-1.85,0.0091,0.01,9821,33617,68930,-9.0
PugInu,$FLOKI,2023-01-18,addr204,0.0056,254914,35545,65863870,154722316,-5.08,0.0065,0.0051,7094,20237,98554,27.45
SwoleDoge,$PUGINU,2022-12-15,addr937,0.004,318575,42845,85479123,129361653,8.23,0.0127,0.0004,5625,9864,71087,3075.0
FlokiSol,$SOLDOG,2023-01-05,addr986,0.0087,324556,41016,110092307,80083132,7.21,0.0146,0.0068,4565,7575,88303,114.71
ChadCoin,$MOONWAG,2023-02-12,addr26,0.0065,223629,15645,178684303,242815973,17.01,0.0134,0.0024,7155,46445,82370,458.33
MoonWag,$SOLDOG,2023-01-18,addr1000,0.0046,439106,48624,156721817,259816153,-6.34,0.017,0.0052,12506,19050,10159,226.92
MoonWag,$MEOW,2022-12-15,addr309,0.004,374670,18774,119246971,279340037,10.31,0.011,0.0029,13688,27550,94364,279.31
PepeSol,$SOLDOG,2023-05-20,addr715,0.003,406414,32250,62424383,256724430,1.68,0.0062,0.0029,9521,10236,83561,113.79
MoonPug,$INUSPARK,2022-12-15,addr258,0.0071,440416,9720,73799145,58591084,4.66,0.0198,0.0016,13174,41770,24042,1137.5
PugInu,$CHAD,2023-01-18,addr695,0.0056,95543,34339,124714185,189876658,18.8,0.004,0.0092,9027,19427,24726,-56.52
FlokiSol,$PEPE,2022-08-15,addr117,0.0095,327201,11322,63711743,210882217,6.72,0.0051,0.0027,10478,21569,32156,88.89
PugInu,$SHIBALIGHT,2022-12-25,addr315,0.0056,66280,46136,55694398,252588029,17.6,0.0146,0.0038,12037,25785,64482,284.21
ShibaLight,$LOL,2022-12-25,addr439,0.0065,473843,18954,185010795,200844689,-4.71,0.0021,0.007,13219,25512,76788,-70.0
MoonWag,$SWOLEDOGE,2022-12-25,addr380,0.0081,202922,20882,164565118,122409259,0.6,0.0168,0.008,8010,18471,68307,110.0
SwoleDoge,$SWOLEDOGE,2022-11-20,addr284,0.0076,241405,28462,161882841,170147930,-8.43,0.0195,0.0013,9248,44940,90643,1400.0
MemeFlare,$CHEEMS,2023-01-18,addr114,0.0093,248340,48357,126071380,212405869,6.51,0.0116,0.0066,14763,26949,29788,75.76
MoonPug,$PEPE,2023-08-01,addr565,0.0071,303570,8545,154743679,209454678,3.55,0.0119,0.009,4273,17133,72627,32.22
PepeSol,$JOKESOL,2022-12-25,addr608,0.0094,297233,8416,106025667,104109612,-3.19,0.0081,0.0013,5548,10812,70583,523.08
SolCheems,$DOGESUN,2023-01-05,addr317,0.0022,252343,30272,184600978,291475926,15.65,0.0058,0.0086,5502,13261,56119,-32.56
SolDog,$GIGGLE,2022-04-22,addr6,0.0041,399095,38463,58111523,240904610,19.53,0.0102,0.0063,3169,13381,90698,61.9
ChadCoin,$PUGINU,2023-08-20,addr566,0.0057,209664,32779,52084431,235446905,-6.5,0.0166,0.0063,10371,38365,72123,163.49
SolDog,$PEPEMOON,2023-01-05,addr975,0.0021,453969,35842,139584510,151129237,0.53,0.0025,0.0068,14377,49701,61993,-63.24
WoofSol,$SHIBALIGHT,2023-06-15,addr331,0.0052,374489,20870,71595891,218552393,3.34,0.0182,0.0025,7646,33934,69871,628.0
MemeFlare,$MOONPUG,2023-06-15,addr125,0.0065,344286,27179,116294846,151767585,14.95,0.0033,0.0055,5391,5222,76750,-40.0
WoofSol,$PEPE,2022-11-20,addr646,0.0032,497232,38712,83030601,95689497,-1.0,0.0052,0.0015,11516,11505,18890,246.67
InuSpark,$MEOW,2023-01-18,addr309,0.0041,399438,23184,77165093,98066712,15.51,0.0199,0.0015,6822,28068,91638,1226.67
WoofSol,$MOONPUG,2023-03-30,addr682,0.0041,422343,23700,133981289,93812154,2.07,0.0199,0.0033,8233,9700,87335,503.03
SwoleDoge,$DOGESUN,2023-03-14,addr787,0.008,387777,7785,54687081,263972064,0.81,0.0169,0.0081,7262,41998,59247,108.64
GiggleToken,$PEPEMOON,2023-03-14,addr482,0.0045,144306,16407,73005257,151058500,-1.67,0.0016,0.0053,12915,48271,72016,-69.81
MoonWag,$INUSPARK,2023-01-18,addr210,0.0076,477553,19060,155960953,152183042,0.84,0.0032,0.0061,13531,38275,61434,-47.54
JokeSol,$JOKESOL,2023-05-20,addr798,0.0065,448245,12741,115978815,198909015,14.55,0.0183,0.0075,5017,43816,72022,144.0
ShibaSol,$PEPE,2023-07-10,addr364,0.0069,356510,22196,91683360,164329333,12.16,0.0138,0.0067,11229,47563,21812,105.97
LOLToken,$MOONPUG,2022-06-25,addr372,0.0044,53808,10192,175821554,274709989,-3.02,0.0086,0.0023,4074,19536,27133,273.91
PugInu,$SHIBA,2022-08-15,addr292,0.0036,412819,9108,135557581,212847618,-7.16,0.008,0.0023,12546,43306,60193,247.83
SolDog,$PEPEMOON,2023-05-20,addr38,0.0049,217638,39309,82510351,268221651,11.63,0.0046,0.0099,10255,37023,93450,-53.54
JokeSol,$INUSPARK,2023-08-01,addr423,0.0047,460533,37011,50141540,283921401,5.23,0.0037,0.0026,11759,49765,59810,42.31
InuSpark,$LOL,2023-04-10,addr271,0.0091,189206,45681,133840839,74423784,18.66,0.0128,0.0082,7286,19093,12546,56.1
JokeSol,$PEPEMOON,2023-06-15,addr714,0.0008,191762,5059,175685866,209095765,3.1,0.0016,0.0059,6877,19311,25849,-72.88
PugInu,$MOONWAG,2022-06-25,addr512,0.0003,123061,44655,85092785,155838319,-6.1,0.0145,0.0018,10679,32185,58936,705.56
PepeMoon,$SHIBALIGHT,2022-08-15,addr165,0.0053,246593,22159,75117532,152480310,-9.13,0.0049,0.0052,3506,9589,99670,-5.77
DogeSun,$WOOFSOL,2022-12-15,addr239,0.0047,237350,15883,177236539,101667416,2.37,0.0065,0.0002,3071,31416,14493,3150.0
ShibaLight,$SWOLEDOGE,2022-12-15,addr972,0.0003,244833,36461,94672556,151182707,-0.21,0.0031,0.009,6324,19979,32596,-65.56
SolDog,$FLOKI,2023-04-10,addr181,0.0071,90491,25331,157058264,164941199,4.28,0.0019,0.0095,6464,38925,96691,-80.0
InuSpark,$CHEEMS,2023-07-10,addr94,0.0026,371812,49972,64454308,106900178,18.52,0.017,0.0005,12535,40704,47487,3300.0
PugInu,$FLOKI,2023-09-05,addr216,0.001,371243,20205,52962321,103808592,1.08,0.0117,0.0097,13556,34362,23420,20.62
WoofSol,$CHAD,2023-09-05,addr376,0.0042,378284,28827,167792811,90510861,-8.56,0.0069,0.0067,14454,43852,75210,2.99
DogeSun,$MEOW,2022-12-25,addr334,0.0066,124804,15564,139812674,291694092,10.66,0.0058,0.0095,8293,30702,86326,-38.95
MemeFlare,$MEMEFLARE,2023-02-12,addr51,0.004,386771,36649,79614896,67013010,2.71,0.0178,0.0043,7975,16623,49181,313.95
PepeSol,$SHIBA,2023-04-10,addr50,0.0009,234412,38452,192828636,142090187,-2.81,0.0038,0.0068,4130,10286,82805,-44.12
FlokiSol,$MEMEFLARE,2022-12-15,addr866,0.0058,195993,20174,135989945,239083965,14.77,0.0174,0.0087,14261,39342,33748,100.0
ShibaLight,$SOLDOG,2022-04-22,addr570,0.0072,412358,33500,152215954,248191188,3.42,0.016,0.004,8444,16094,70568,300.0
JokeSol,$SHIBA,2023-01-18,addr770,0.0066,234299,41196,154786840,82392837,0.01,0.0161,0.0078,11163,26423,89215,106.41
PepeMoon,$FLOKI,2023-09-05,addr512,0.009,175942,18923,85882419,170233102,9.07,0.003,0.0085,4314,43980,64119,-64.71
MoonPug,$CHAD,2023-06-15,addr741,0.0081,175449,29709,193139781,256226118,3.59,0.0076,0.0033,13441,25569,36924,130.3
MoonWag,$PEPEMOON,2023-06-15,addr744,0.001,485201,7219,154737812,255725899,10.12,0.0135,0.0024,3152,33821,22225,462.5
ShibaSol,$SWOLEDOGE,2022-12-25,addr660,0.0013,66164,5613,196290003,297691503,-9.87,0.0073,0.0071,12491,49091,38758,2.82
MoonWag,$SWOLEDOGE,2023-01-05,addr27,0.0022,115183,5537,126508774,151922905,12.04,0.0094,0.0053,10560,25037,46444,77.36
PepeMoon,$FLOKI,2022-08-15,addr858,0.005,414576,10290,122249613,267961957,-2.78,0.0133,0.0004,11118,33753,69369,3225.0
SolCheems,$WOOFSOL,2022-12-25,addr69,0.0036,251552,5974,140523554,67281685,7.48,0.0177,0.0011,14789,24863,17166,1509.09
MoonPug,$MOONWAG,2023-06-15,addr793,0.0028,359797,43335,85265152,157311605,12.98,0.018,0.0002,14010,48858,84315,8900.0
InuSpark,$INUSPARK,2023-01-18,addr380,0.0069,284855,26973,140095678,72586882,3.82,0.0126,0.01,7457,45908,27877,26.0
SwoleDoge,$JOKESOL,2023-05-20,addr878,0.0037,171464,15246,149641716,113902870,-9.96,0.0131,0.0026,14132,35625,31974,403.85
MeowInu,$SHIBALIGHT,2022-12-15,addr398,0.0036,116973,19997,162628624,204580771,6.35,0.0132,0.0093,5930,42779,25629,41.94
ChadCoin,$LOL,2023-08-01,addr754,0.009,60494,5696,131444590,226746585,0.19,0.0178,0.0004,3144,10295,88404,4350.0
SwoleDoge,$FLOKI,2023-04-10,addr442,0.006,269260,6096,112702909,64391636,-0.16,0.0124,0.0091,5451,14496,97950,36.26
JokeSol,$MEOW,2023-04-10,addr590,0.0086,467624,8634,186614399,89151942,0.92,0.0199,0.0072,11608,19529,71659,176.39
LOLToken,$SOLDOG,2023-03-30,addr660,0.0055,387312,30174,167691527,157779440,13.28,0.013,0.0018,9808,23210,41811,622.22
SolCheems,$WOOFSOL,2023-09-05,addr749,0.0049,80290,37525,120642366,209212311,-9.0,0.0198,0.0004,5619,39300,31797,4850.0
SwoleDoge,$SWOLEDOGE,2023-09-05,addr2,0.0043,268527,33290,78586456,169846183,5.39,0.0084,0.0031,5305,29088,18211,170.97
MeowInu,$WOOFSOL,2023-04-10,addr98,0.0073,354651,45176,70332994,68203630,3.37,0.0161,0.009,11932,26567,77142,78.89
ShibaLight,$INUSPARK,2022-11-20,addr278,0.0034,143074,28495,127138459,104283306,19.28,0.0126,0.0001,11501,25869,37087,12500.0
ChadCoin,$LOL,2023-01-05,addr370,0.0062,161594,27898,182646299,275242927,12.37,0.0137,0.0031,6726,28206,63267,341.94
FlokiSol,$DOGESUN,2023-04-10,addr483,0.0046,321040,16133,146463494,249829021,-4.98,0.0132,0.0024,8406,6728,50595,450.0
DogeSun,$MOONWAG,2023-08-01,addr544,0.0017,364653,24146,74266622,297302494,10.49,0.0117,0.0072,13831,40664,83214,62.5
PepeMoon,$JOKESOL,2023-03-14,addr87,0.0037,361368,15942,160927369,293238512,-1.09,0.0149,0.0005,11872,9152,13037,2880.0
SolCheems,$MOONWAG,2023-09-05,addr727,0.0072,209303,9877,111131512,87466172,14.8,0.0178,0.0018,7223,17765,31434,888.89
PepeMoon,$MEMEFLARE,2023-09-05,addr694,0.0093,272953,27772,87353869,203292973,-9.21,0.0116,0.0074,5593,15453,11057,56.76
WoofSol,$LOL,2022-09-10,addr220,0.0091,447731,34738,118553263,255132221,14.98,0.0059,0.0055,13812,21093,22527,7.27
JokeSol,$MEOW,2022-12-15,addr880,0.0032,180092,36418,132181114,143600747,-9.08,0.0033,0.0027,4752,45707,61437,22.22
MoonPug,$SWOLEDOGE,2023-03-30,addr873,0.0023,97759,16172,131697970,53399649,16.09,0.0166,0.0086,3563,31813,52933,93.02
LOLToken,$INUSPARK,2023-09-05,addr790,0.0011,398001,45001,113946138,53308480,-5.17,0.0011,0.001,11163,36091,63447,10.0
MoonWag,$LOL,2023-01-05,addr439,0.0071,435560,41888,60037520,232034928,14.61,0.0195,0.002,11962,34223,92532,875.0
MoonPug,$JOKESOL,2023-08-01,addr796,0.0023,451971,38240,120241856,250109017,0.25,0.0143,0.0088,3802,20337,21402,62.5
PepeMoon,$SOLDOG,2023-08-01,addr397,0.0082,283167,21797,117678513,108438418,-6.71,0.018,0.0068,14303,34388,68026,164.71
MoonPug,$MOONWAG,2022-12-15,addr157,0.0043,157380,46577,101152140,113612945,12.3,0.0035,0.002,13644,48779,12325,75.0
ChadCoin,$PEPE,2022-09-10,addr197,0.0051,278309,12160,192481860,119318711,4.51,0.0048,0.0068,8212,26114,60637,-29.41
PepeSol,$PEPE,2023-04-10,addr530,0.0026,265527,47016,56120130,152735877,8.1,0.0137,0.0035,13052,46873,79365,291.43
MoonWag,$CHEEMS,2023-01-18,addr45,0.0077,101363,32881,74375353,203185113,-1.2,0.0167,0.0097,5399,20777,28271,72.16
InuSpark,$PUGINU,2023-08-20,addr672,0.0099,411040,27560,103757924,226085130,6.24,0.02,0.0056,14700,13335,70776,257.14
ChadCoin,$MEMEFLARE,2023-07-10,addr271,0.0043,446148,30356,69248289,231238589,-4.59,0.0029,0.0009,10980,16014,26848,222.22
SolDog,$PEPE,2022-12-15,addr250,0.0058,394995,28370,184802473,125750301,12.58,0.0071,0.0082,10263,47942,16324,-13.41
SwoleDoge,$PUGINU,2022-11-20,addr42,0.0028,50040,14277,80631078,290166496,4.18,0.0094,0.0059,5751,19139,98293,59.32
JokeSol,$MOONPUG,2022-12-25,addr310,0.0023,361670,49628,88282822,61618682,4.99,0.0046,0.0085,6703,48621,77577,-45.88
SwoleDoge,$MEMEFLARE,2023-01-18,addr282,0.0092,482348,12937,190559892,76295465,0.3,0.0188,0.0055,14246,6950,50692,241.82
ShibaSol,$LOL,2023-01-18,addr40,0.0019,194570,25942,125837372,231038917,17.47,0.0079,0.0047,3352,9012,14779,68.09
LOLToken,$CHEEMS,2022-06-25,addr310,0.0005,191424,30740,111730319,176745462,-7.15,0.0012,0.0096,3553,23274,56189,-87.5
GiggleToken,$SHIBA,2022-06-25,addr617,0.0023,310987,17307,153406968,77975030,3.03,0.0136,0.0095,9672,44979,88531,43.16
DogeSun,$PEPE,2022-08-15,addr69,0.007,171448,44879,131757461,198014814,-5.79,0.0158,0.0095,13391,32934,28496,66.32
ShibaLight,$SOLDOG,2023-08-01,addr772,0.0065,341092,25251,177226946,80081908,-4.61,0.0093,0.0091,8270,22821,76707,2.2
MemeFlare,$SWOLEDOGE,2023-01-18,addr842,0.0018,117847,20233,98238357,296786156,-1.94,0.0076,0.0006,12980,37216,61148,1166.67
DogeSun,$JOKESOL,2023-03-30,addr377,0.0008,381251,30073,58586537,84934109,-6.78,0.0071,0.001,3222,13011,50605,610.0
JokeSol,$JOKESOL,2022-04-22,addr893,0.0003,354284,12314,107624533,246452046,9.27,0.0059,0.0067,8962,22697,76164,-11.94
PepeMoon,$PUGINU,2021-04-05,addr772,0.0043,320648,32079,87972924,90578610,17.62,0.0105,0.002,6595,27987,38482,425.0
PugInu,$SWOLEDOGE,2023-03-14,addr972,0.0013,358343,14612,188344047,245792007,10.8,0.009,0.0084,9128,14111,92662,7.14
SolDog,$CHEEMS,2023-08-01,addr445,0.0032,452844,13378,165240870,212180890,12.23,0.0083,0.0037,3352,21916,24625,124.32
FlokiSol,$DOGESUN,2023-09-05,addr928,0.0061,410880,31198,184760904,91229588,5.6,0.0131,0.0057,4765,12346,34446,129.82
SolDog,$MEOW,2022-04-22,addr401,0.004,307056,27608,135832439,100206488,14.97,0.0057,0.009,9537,39842,48748,-36.67
MoonPug,$MEMEFLARE,2021-04-05,addr261,0.0011,477395,38105,63857718,160113195,0.96,0.017,0.0067,11349,42633,98287,153.73
ChadCoin,$PEPEMOON,2022-11-20,addr673,0.0058,363498,19120,125012653,231659203,14.83,0.0183,0.0043,4934,5568,82966,325.58
GiggleToken,$MEOW,2022-12-15,addr447,0.0049,400242,31579,141825762,245600530,12.03,0.0061,0.0066,7109,7914,58798,-7.58
DogeSun,$PEPE,2023-01-05,addr127,0.0045,107079,14621,161584702,198311595,-7.9,0.0195,0.0074,13119,20703,75345,163.51
MoonPug,$SHIBA,2023-05-20,addr943,0.0084,103491,13965,124508456,172617297,-2.34,0.0071,0.0014,12932,47715,32021,407.14
MemeFlare,$CHAD,2022-04-22,addr356,0.0089,261805,16050,121106661,55918870,13.97,0.0117,0.0087,3699,30875,57670,34.48
ShibaLight,$MOONWAG,2022-09-10,addr658,0.0056,355981,40824,122070315,105142402,-0.54,0.0129,0.0061,13919,44251,78663,111.48
SwoleDoge,$JOKESOL,2023-09-05,addr997,0.004,493466,28909,88465580,110843242,10.64,0.0175,0.0044,12438,46853,95322,297.73
MoonWag,$GIGGLE,2023-01-05,addr606,0.0049,315289,23746,171146982,213673871,7.96,0.0179,0.0099,4658,43102,98477,80.81
SolCheems,$LOL,2022-11-20,addr786,0.0032,204485,10532,167916077,212905578,18.06,0.0103,0.001,9398,21947,17605,930.0
SolDog,$MOONWAG,2023-01-18,addr352,0.002,434701,8225,159250540,96463956,16.09,0.0121,0.0056,5962,9248,70010,116.07
ShibaLight,$MOONPUG,2023-03-30,addr231,0.0004,419863,9923,158015858,135557316,19.86,0.0178,0.002,13866,47823,93260,790.0
MoonWag,$SHIBA,2022-12-25,addr290,0.0042,478854,15402,181143106,107442550,6.18,0.0118,0.009,12532,36959,83546,31.11
PugInu,$MOONWAG,2022-09-10,addr401,0.0046,417686,5034,108367086,167500270,-7.86,0.0036,0.0051,12353,30736,84057,-29.41
PepeMoon,$MEMEFLARE,2022-06-25,addr583,0.0081,210883,11904,116600710,219453028,-9.11,0.0132,0.0003,9588,13054,65549,4300.0
WoofSol,$MEOW,2023-01-18,addr806,0.0033,392732,6824,78596947,54646999,4.91,0.0096,0.0023,12421,44044,27373,317.39
SolDog,$DOGESUN,2021-04-05,addr931,0.0052,256316,28462,62539203,226755687,6.39,0.0183,0.0036,4825,12351,80276,408.33
MoonPug,$GIGGLE,2023-01-18,addr773,0.0006,462758,16205,186214195,258641477,10.56,0.0058,0.0019,4015,7763,75010,205.26
ChadCoin,$MOONWAG,2023-01-18,addr210,0.0089,130097,25954,182833212,102097672,17.64,0.0166,0.0099,9590,11143,91393,67.68
DogeSun,$SHIBA,2022-04-22,addr586,0.0075,333932,48622,88887800,58551816,14.1,0.0113,0.0055,12719,6633,40863,105.45
PepeMoon,$DOGESUN,2023-05-20,addr968,0.0026,182111,29095,93740398,197705271,-1.5,0.0118,0.0007,13071,8651,98363,1585.71
FlokiSol,$GIGGLE,2023-03-30,addr408,0.0072,389370,36281,151586116,116022243,17.78,0.0155,0.0025,8836,16395,80042,520.0
MoonWag,$DOGESUN,2022-11-20,addr794,0.0053,459257,36969,80819167,174028287,-8.74,0.0174,0.0038,11200,37762,90635,357.89
GiggleToken,$CHEEMS,2023-01-05,addr505,0.0005,402971,17593,106560768,232011934,11.13,0.0133,0.0031,6278,15265,52293,329.03
InuSpark,$SOLDOG,2023-01-18,addr681,0.0055,209077,7601,187217327,175302484,19.13,0.0052,0.0062,13178,39909,99947,-16.13
WoofSol,$MEOW,2023-08-20,addr506,0.0008,203414,11567,89325336,168417355,11.68,0.02,0.0079,12371,9541,57261,153.16
MoonPug,$LOL,2023-09-05,addr8,0.0019,308126,8553,51563698,250978950,15.04,0.0038,0.001,12575,34179,54184,280.0
LOLToken,$PEPE,2022-06-25,addr867,0.0089,327034,6420,137826927,171691287,18.55,0.0087,0.0001,14927,27273,70728,8600.0
MemeFlare,$PEPEMOON,2023-01-05,addr795,0.0088,417557,5045,118635692,91609429,-3.11,0.0085,0.0058,9771,18441,69788,46.55
DogeSun,$MEMEFLARE,2023-01-18,addr114,0.0078,195200,11721,110732339,285527432,-0.65,0.0186,0.0058,8969,34259,77681,220.69
FlokiSol,$PEPEMOON,2023-08-20,addr98,0.0082,233356,48538,109924627,201886193,-9.2,0.0171,0.0045,10275,14476,86524,280.0
InuSpark,$INUSPARK,2023-05-20,addr620,0.0082,134255,7180,114594451,187178012,-5.34,0.0104,0.0087,4614,16186,87105,19.54
LOLToken,$MEMEFLARE,2021-04-05,addr868,0.0075,356692,24384,65519242,235569916,8.24,0.0166,0.0081,12520,26023,74950,104.94
MemeFlare,$FLOKI,2022-12-15,addr169,0.0037,94911,27850,150270258,247656420,9.65,0.0136,0.0068,10556,46892,98029,100.0
GiggleToken,$MEOW,2022-09-10,addr94,0.0007,364021,41151,117954763,94094144,4.61,0.0012,0.0023,13802,12164,54355,-47.83
ShibaSol,$MEOW,2023-03-14,addr787,0.0019,202210,21185,196333408,118029686,15.55,0.0138,0.0034,11226,6470,57924,305.88
JokeSol,$MEMEFLARE,2023-03-30,addr549,0.0045,73986,35411,91543618,133567120,3.69,0.0159,0.0063,4007,5587,33205,152.38
ChadCoin,$WOOFSOL,2022-08-15,addr648,0.0071,382794,15397,115325793,215167097,11.9,0.0073,0.0064,13526,13939,82708,14.06
MemeFlare,$SWOLEDOGE,2022-06-25,addr338,0.001,163333,9766,111159673,120590866,-9.54,0.0101,0.0013,11443,32225,97907,676.92
SwoleDoge,$CHEEMS,2022-06-25,addr880,0.0086,116903,39415,145714610,101588673,10.55,0.0041,0.0036,4412,14732,54861,13.89
InuSpark,$DOGESUN,2023-01-05,addr517,0.0077,268804,21763,174360187,220720266,-8.27,0.0083,0.0033,10803,38678,90293,151.52
PugInu,$CHEEMS,2023-04-10,addr761,0.0071,436666,6504,183514158,107327776,18.03,0.018,0.0055,11076,27535,36701,227.27
PugInu,$CHAD,2023-04-10,addr216,0.007,299026,37581,94995261,236324622,6.76,0.0184,0.0068,8015,19233,75305,170.59
ChadCoin,$MEMEFLARE,2023-02-12,addr477,0.008,64395,26020,94544959,218397293,9.35,0.0027,0.0079,12071,43291,87656,-65.82
ChadCoin,$SHIBALIGHT,2022-04-22,addr699,0.0077,355054,40229,65128367,161394581,-0.13,0.0175,0.0073,4085,19880,61482,139.73
MemeFlare,$SWOLEDOGE,2023-09-05,addr290,0.0024,351989,46212,85360573,289232832,5.08,0.0118,0.0029,14042,19378,42079,306.9
PugInu,$FLOKI,2022-12-25,addr944,0.0036,169101,49919,192916123,152764749,7.72,0.0144,0.0032,5566,20826,61023,350.0
SwoleDoge,$PEPEMOON,2023-03-30,addr180,0.0085,468411,47028,104315155,98034254,-8.99,0.0012,0.0095,4415,17790,70280,-87.37
PepeSol,$PEPE,2023-03-14,addr494,0.0099,435567,48511,95473362,212995631,4.01,0.0183,0.0039,13171,26954,85343,369.23
ShibaSol,$PEPEMOON,2022-12-15,addr84,0.0045,461050,49821,96618549,103377003,14.68,0.0168,0.0002,14778,5075,48395,8300.0
MemeFlare,$CHEEMS,2022-12-25,addr607,0.0054,256636,9770,132464715,266001535,14.58,0.0097,0.0091,11217,39836,79185,6.59
PugInu,$FLOKI,2023-03-30,addr96,0.009,87595,25587,75208759,215744250,4.61,0.0044,0.0024,9578,33666,70539,83.33
ShibaLight,$PEPEMOON,2022-09-10,addr681,0.008,105833,20879,77364091,216186654,10.42,0.0105,0.0052,7741,46000,32285,101.92
InuSpark,$MEOW,2023-05-20,addr168,0.0024,439221,23216,197596375,270655992,6.36,0.0185,0.002,9357,14649,22266,825.0
JokeSol,$WOOFSOL,2023-05-20,addr670,0.005,163489,23886,170995914,144462699,-0.45,0.0186,0.0072,4124,9060,54752,158.33
PugInu,$JOKESOL,2023-08-20,addr944,0.0039,351990,7569,133570864,222571816,17.62,0.0187,0.0039,5806,13988,22397,379.49
SwoleDoge,$DOGESUN,2023-09-05,addr629,0.0063,300945,18750,126225962,160302579,7.61,0.0133,0.0012,6484,42504,82007,1008.33
